A,p,t,R_train_A_p,R_validation_A_p
30,0.1,3.29,0.0,-0.0
30,0.2,5.75,0.0,-0.0
30,0.3,8.09,0.0,0.0
30,0.4,10.43,0.0,0.0
30,0.5,12.57,0.0,0.0
30,0.6,14.91,0.0,0.0
30,0.7,17.55,0.0,0.0
30,0.8,19.55,0.0,0.0
30,0.9,22.67,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,24.89,0.0,0.0
30,1.0,14.92,None,None
