A,p,t,R_train_A_p,R_validation_A_p
19,0.3,3.04,0.6,0.41
11,0.4,3.79,1.0,0.33
35,0.2,1.66,0.39,0.26
35,0.3,1.8,0.47,0.35
14,0.5,4.13,1.0,0.42
28,0.5,8.91,1.0,0.67
15,0.2,3.11,1.0,0.28
15,0.3,3.31,1.0,0.31
34,0.2,2.72,0.54,0.37
34,0.3,4.35,0.67,0.52
12,0.4,4.11,1.0,0.36
2,0.4,0.58,1.0,0.15
21,0.2,2.21,1.0,0.62
16,0.2,0.83,0.78,0.28
21,0.3,4.38,1.0,0.64
16,0.3,1.68,0.77,0.31
19,0.4,4.27,0.62,0.43
35,0.4,2.68,0.52,0.44
17,0.4,7.94,0.69,0.36
20,0.4,10.09,1.0,0.65
5,0.2,1.62,1.0,0.43
5,0.3,2.16,1.0,0.48
0,0.2,1.25,1.0,0.36
39,0.4,2.63,0.73,0.61
0,0.3,1.64,1.0,0.44
34,0.4,6.0,0.73,0.61
27,0.4,2.36,1.0,0.67
5,0.4,2.73,0.99,0.49
23,0.5,4.63,1.0,0.67
9,0.4,0.48,1.0,0.2
30,0.2,1.52,0.03,0.01
27,0.5,3.38,1.0,0.66
30,0.3,2.08,0.02,0.01
30,0.4,2.68,0.02,0.01
19,0.5,6.08,0.63,0.45
18,0.4,4.57,0.64,0.38
20,0.5,15.58,1.0,0.68
15,0.4,5.1,1.0,0.3
18,0.5,6.51,0.66,0.42
27,0.6,4.68,1.0,0.67
24,0.5,2.38,1.0,0.67
14,0.6,5.69,1.0,0.44
0,0.4,2.11,0.98,0.42
37,0.5,2.24,0.75,0.66
33,0.5,6.16,0.75,0.65
18,0.6,8.01,0.66,0.45
9,0.5,0.63,1.0,0.22
21,0.4,6.16,1.0,0.67
20,0.6,21.79,1.0,0.69
33,0.6,7.65,0.75,0.67
32,0.6,8.69,0.75,0.66
10,0.5,2.26,1.0,0.32
39,0.5,3.26,0.75,0.65
33,0.7,8.94,0.75,0.68
32,0.7,9.73,0.75,0.67
1,0.5,1.87,1.0,0.42
4,0.4,0.58,1.0,0.15
1,0.6,2.27,1.0,0.44
28,0.6,12.0,1.0,0.68
20,0.7,22.66,1.0,0.7
25,0.5,8.97,1.0,0.67
25,0.6,12.41,1.0,0.7
34,0.5,7.85,0.75,0.65
11,0.5,5.12,1.0,0.32
38,0.5,3.52,0.75,0.65
13,0.5,5.87,1.0,0.41
18,0.7,11.23,0.67,0.48
31,0.6,5.93,0.62,0.54
3,0.4,0.73,1.0,0.15
1,0.7,2.55,1.0,0.45
14,0.7,7.26,1.0,0.46
15,0.5,6.27,1.0,0.32
4,0.5,0.68,1.0,0.16
32,0.8,10.36,0.75,0.69
2,0.5,0.71,1.0,0.16
8,0.4,0.68,1.0,0.2
0,0.5,2.44,0.96,0.43
30,0.5,3.2,0.01,0.01
22,0.6,9.51,1.0,0.69
20,0.8,22.64,1.0,0.71
24,0.6,2.81,1.0,0.69
22,0.7,12.41,1.0,0.68
5,0.5,3.14,0.98,0.51
18,0.8,13.41,0.67,0.49
12,0.5,5.73,1.0,0.39
19,0.6,7.81,0.64,0.48
21,0.5,7.37,1.0,0.67
2,0.6,0.89,1.0,0.17
3,0.5,0.83,1.0,0.16
37,0.6,3.1,0.75,0.67
37,0.7,3.69,0.75,0.68
22,0.8,14.68,1.0,0.69
11,0.6,6.93,1.0,0.35
14,0.8,9.16,1.0,0.47
19,0.7,10.5,0.65,0.48
23,0.6,5.07,1.0,0.68
1,0.8,2.92,1.0,0.47
1,0.9,3.27,1.0,0.5
32,0.9,12.78,0.75,0.7
21,0.6,9.3,1.0,0.69
18,0.9,17.32,0.67,0.49
10,0.6,2.88,1.0,0.34
37,0.8,4.18,0.76,0.69
28,0.7,15.13,1.0,0.7
20,0.9,23.32,1.0,0.71
20,1.0,29.73,1.0,0.72
1,1.0,3.56,1.0,0.53
22,0.9,17.71,1.0,0.69
1,1.0,3.56,1.0,0.53
4,0.6,0.85,1.0,0.17
32,1.0,12.62,0.75,0.71
36,0.5,3.6,0.73,0.65
23,0.7,8.64,1.0,0.67
1,1.0,3.56,1.0,0.53
32,1.0,12.62,0.75,0.71
25,0.7,15.95,1.0,0.71
1,1.0,3.56,1.0,0.53
29,0.6,11.42,1.0,0.68
24,0.7,3.86,1.0,0.67
28,0.8,16.24,1.0,0.69
37,0.9,4.58,0.76,0.71
28,0.9,23.01,1.0,0.7
33,0.8,10.6,0.76,0.69
1,1.0,3.56,1.0,0.53
22,1.0,20.7,1.0,0.69
23,0.8,10.41,1.0,0.69
3,0.6,1.06,1.0,0.17
23,0.9,12.4,1.0,0.68
3,0.7,1.22,1.0,0.19
12,0.6,7.58,1.0,0.4
17,0.5,4.85,0.69,0.39
16,0.4,1.94,0.78,0.32
8,0.5,0.78,1.0,0.22
21,0.7,10.5,1.0,0.69
35,0.5,3.15,0.57,0.48
27,0.7,6.24,1.0,0.69
9,0.6,0.74,1.0,0.24
1,1.0,3.56,1.0,0.53
31,0.7,6.56,0.64,0.55
4,0.7,0.95,1.0,0.19
1,1.0,3.56,1.0,0.53
22,1.0,17.0,None,None
