A,p,t,R_train_A_p,R_validation_A_p
39,0.1,2.26,0.31,0.3
39,0.2,3.49,0.31,0.31
39,0.3,4.62,0.32,0.31
39,0.4,5.76,0.33,0.33
39,0.5,7.21,0.32,0.33
39,0.6,8.39,0.31,0.34
39,0.7,9.44,0.3,0.34
39,0.8,10.68,0.3,0.34
39,0.9,11.88,0.3,0.34
39,1.0,13.11,0.3,0.34
38,0.1,2.25,0.31,0.3
38,0.2,3.45,0.31,0.31
38,0.3,4.59,0.32,0.31
38,0.4,5.75,0.33,0.33
38,0.5,7.07,0.32,0.33
38,0.6,8.38,0.31,0.34
38,0.7,9.48,0.3,0.34
38,0.8,10.68,0.3,0.34
38,0.9,11.92,0.3,0.34
38,1.0,13.12,0.3,0.34
14,0.1,120.03,0.97,0.04
14,0.2,327.13,0.98,-0.03
14,0.3,599.31,None,None
