A,p,t,R_train_A_p,R_validation_A_p
0,0.1,0.91,1.0,0.26
35,0.1,0.75,0.46,0.25
5,0.1,1.13,1.0,0.28
6,0.1,0.26,1.0,0.11
39,0.1,0.68,0.46,0.26
10,0.1,0.86,1.0,0.24
0,0.2,1.25,1.0,0.36
35,0.2,1.66,0.39,0.26
5,0.2,1.62,1.0,0.43
6,0.2,2.81,1.0,0.43
39,0.2,1.28,0.54,0.37
10,0.2,1.11,1.0,0.28
0,0.3,1.64,1.0,0.44
35,0.3,1.8,0.47,0.35
5,0.3,2.16,1.0,0.48
6,0.3,3.93,1.0,0.43
39,0.3,1.95,0.67,0.52
10,0.3,1.34,1.0,0.31
0,0.4,2.11,0.98,0.42
35,0.4,2.68,0.52,0.44
5,0.4,2.73,0.99,0.49
6,0.4,5.01,1.0,0.48
39,0.4,2.63,0.73,0.61
10,0.4,1.68,1.0,0.3
0,0.5,2.44,0.96,0.43
35,0.5,3.15,0.57,0.48
5,0.5,3.14,0.98,0.51
6,0.5,5.98,1.0,0.5
39,0.5,3.26,0.75,0.65
10,0.5,2.26,1.0,0.32
0,0.6,2.89,0.94,0.48
35,0.6,3.43,0.6,0.55
5,0.6,3.8,0.96,0.52
6,0.6,7.6,1.0,0.51
39,0.6,4.07,0.76,0.67
10,0.6,2.88,1.0,0.34
0,0.7,3.28,0.92,0.5
35,0.7,4.06,0.63,0.57
5,0.7,4.24,0.94,0.53
6,0.7,8.39,1.0,0.54
39,0.7,5.01,0.75,0.68
10,0.7,3.45,1.0,0.35
0,0.8,3.77,0.89,0.52
35,0.8,4.6,0.64,0.59
5,0.8,4.78,0.92,0.54
6,0.8,9.31,1.0,0.55
39,0.8,5.56,0.76,0.69
10,0.8,4.23,1.0,0.35
0,0.9,4.26,0.87,0.53
35,0.9,5.19,0.65,0.6
5,0.9,5.41,0.91,0.54
6,0.9,10.76,1.0,0.53
39,0.9,6.69,0.76,0.71
10,0.9,5.5,1.0,0.36
0,0.1,0.91,1.0,0.26
35,0.1,0.75,0.46,0.25
5,0.1,1.13,1.0,0.28
6,0.1,0.26,1.0,0.11
39,0.1,0.68,0.46,0.26
10,0.1,0.86,1.0,0.24
0,0.1,0.91,1.0,0.26
35,0.1,0.75,0.46,0.25
5,0.1,1.13,1.0,0.28
6,0.1,0.26,1.0,0.11
39,0.1,0.68,0.46,0.26
10,0.1,0.86,1.0,0.24
0,0.1,0.91,1.0,0.26
35,0.1,0.75,0.46,0.25
5,0.1,1.13,1.0,0.28
6,0.1,0.26,1.0,0.11
39,0.1,0.68,0.46,0.26
10,0.1,0.86,1.0,0.24
0,0.1,0.91,1.0,0.26
35,0.1,0.75,0.46,0.25
5,0.1,1.13,1.0,0.28
