A,p,t,R_train_A_p,R_validation_A_p
36,0.1,0.89,0.3,0.27
36,0.2,1.64,0.3,0.29
36,0.3,2.53,0.31,0.31
36,0.4,3.39,0.31,0.3
36,0.5,4.44,0.31,0.3
36,0.6,5.27,0.32,0.31
36,0.7,6.37,0.32,0.32
36,0.8,7.39,0.32,0.32
36,0.9,8.37,0.32,0.33
36,1.0,9.35,0.32,0.33
6,0.1,12.04,1.0,0.22
6,0.2,26.77,0.96,0.24
6,0.3,41.58,0.89,0.23
6,0.4,57.85,0.84,0.28
6,0.5,74.73,0.8,0.26
6,0.6,90.92,0.77,0.26
6,0.7,106.52,0.75,0.28
6,0.8,124.71,0.73,0.29
6,0.9,142.08,0.72,0.29
6,1.0,160.2,0.71,0.32
0,0.1,3.58,0.67,0.28
0,0.2,7.89,0.64,0.31
0,0.3,13.09,0.62,0.35
0,0.4,17.1,0.62,0.38
0,0.5,19.27,0.61,0.4
0,0.6,25.35,0.6,0.4
0,0.7,28.41,0.61,0.41
0,0.8,34.93,0.6,0.43
0,0.9,37.51,0.61,0.42
0,1.0,42.02,0.6,0.44
24,0.1,45.09,0.65,0.39
24,0.2,38.72,None,None
