A,p,t,R_train_A_p,R_validation_A_p
8,1.0,38.49,1.0,0.36
4,0.5,10.54,1.0,0.32
7,0.8,10.97,0.91,0.49
28,0.8,993.69,1.0,0.67
24,0.4,146.31,None,None
