A,p,t,R_train_A_p,R_validation_A_p
37,0.1,18.99,0.04,0.04
31,0.1,26.93,0.04,0.03
35,0.1,17.93,0.02,0.02
38,0.1,18.89,0.04,0.04
30,0.1,13.69,0.02,0.02
32,0.1,20.44,0.04,0.04
33,0.1,26.71,0.04,0.04
36,0.1,10.39,0.04,0.04
38,0.2,38.92,0.05,0.05
37,0.2,38.94,0.05,0.05
35,0.2,49.49,0.03,0.03
33,0.2,57.85,0.05,0.05
38,0.3,59.24,0.06,0.06
37,0.3,57.17,0.06,0.06
38,0.4,79.53,0.07,0.06
33,0.4,108.61,0.07,0.06
38,0.5,100.41,0.07,0.07
33,0.6,165.72,0.08,0.08
38,0.7,138.48,0.08,0.08
33,0.8,151.67,None,None
