A,p,t,R_train_A_p,R_validation_A_p
22,0.1,1.0,1.0,0.53
22,0.2,2.61,1.0,0.63
22,0.3,4.17,1.0,0.64
22,0.4,6.52,1.0,0.66
22,0.5,8.15,1.0,0.66
22,0.6,9.51,1.0,0.69
22,0.7,12.41,1.0,0.68
22,0.8,14.68,1.0,0.69
22,0.9,17.71,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,20.7,1.0,0.69
22,1.0,5.44,None,None
