A,p,t,R_train_A_p,R_validation_A_p
37,0.1,0.48,0.3,0.27
39,0.1,1.0,0.3,0.27
31,0.1,1.45,0.3,0.27
34,0.1,1.91,0.3,0.27
35,0.1,1.21,0.28,0.27
30,0.1,1.21,0.19,0.19
32,0.1,1.25,0.3,0.27
33,0.1,1.77,0.3,0.27
36,0.1,0.89,0.3,0.27
38,0.1,0.78,0.3,0.27
22,0.1,71.39,0.66,0.4
21,0.1,94.06,0.65,0.39
27,0.1,122.46,0.77,0.37
39,0.2,2.11,0.3,0.3
27,0.3,393.81,0.61,0.45
37,0.3,1.3,0.31,0.31
39,0.4,4.39,0.31,0.31
37,0.5,2.13,0.31,0.32
39,0.6,6.82,0.33,0.33
37,0.6,2.73,0.32,0.33
31,0.6,8.52,0.32,0.31
34,0.6,11.15,0.33,0.33
39,0.7,7.95,0.33,0.34
37,0.7,3.54,0.33,0.34
37,0.7,3.54,0.33,0.34
31,0.7,9.92,0.32,0.31
34,0.7,13.32,0.33,0.34
35,0.7,7.87,0.28,0.28
30,0.7,9.54,0.24,0.23
32,0.7,9.9,0.33,0.34
33,0.7,12.41,0.33,0.34
36,0.7,6.37,0.32,0.32
38,0.7,7.0,0.33,0.34
22,0.7,375.82,None,None
