A,p,t,R_train_A_p,R_validation_A_p
37,0.1,1.85,0.31,0.3
32,0.1,4.63,0.3,0.3
34,0.1,4.91,0.31,0.3
31,0.1,4.2,0.25,0.28
33,0.1,3.0,0.31,0.3
24,0.1,11.11,1.0,-3.28
26,0.1,51.34,1.0,-2.72
27,0.1,24.93,1.0,-3.14
21,0.1,43.17,1.0,-1.56
25,0.1,36.62,1.0,-0.99
37,0.2,2.6,0.31,0.31
34,0.2,7.88,0.31,0.31
33,0.2,4.88,0.31,0.31
32,0.2,6.97,0.3,0.31
31,0.2,6.89,0.27,0.31
27,0.2,65.95,1.0,-3.77
26,0.2,156.99,1.0,-2.51
37,0.3,3.4,0.32,0.31
26,0.4,400.44,1.0,-2.45
37,0.4,4.28,0.33,0.33
37,0.5,5.2,0.32,0.33
37,0.6,6.46,0.31,0.34
37,0.7,7.84,0.3,0.34
37,0.8,8.73,0.3,0.34
32,0.8,22.88,0.3,0.34
34,0.8,27.46,0.3,0.34
31,0.8,19.64,0.31,0.35
33,0.8,17.24,0.3,0.34
24,0.8,238.51,None,None
