A,p,t,R_train_A_p,R_validation_A_p
0,0.1,18.84,0.97,-0.21
38,0.1,2.25,0.31,0.3
39,0.1,2.26,0.31,0.3
10,0.1,56.04,0.97,-0.49
0,0.2,34.06,0.98,-0.2
38,0.2,3.45,0.31,0.31
39,0.2,3.49,0.31,0.31
10,0.2,165.26,0.98,-0.54
0,0.3,50.4,0.99,-0.19
38,0.3,4.59,0.32,0.31
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,13.12,0.3,0.34
38,1,6.56,None,None
