A,p,t,R_train_A_p,R_validation_A_p
2,0.3,73.94,1.0,0.16
12,0.3,40.15,1.0,0.12
37,0.5,97.2,0.07,0.07
28,0.9,819.91,0.3,0.25
3,0.7,37.44,1.0,0.09
13,0.5,131.36,None,None
