A,p,t,R_train_A_p,R_validation_A_p
39,0.8,9.22,0.33,0.35
16,0.8,329.22,0.79,0.2
22,0.7,568.68,0.55,0.51
11,0.3,115.93,1.0,0.2
14,0.5,176.95,None,None
