A,p,t,R_train_A_p,R_validation_A_p
0,0.1,0.91,1.0,0.26
0,0.1,0.91,1.0,0.26
1,0.1,0.07,1.0,0.1
1,0.1,0.07,1.0,0.1
2,0.1,0.25,1.0,0.1
2,0.1,0.25,1.0,0.1
3,0.1,0.32,1.0,0.1
3,0.1,0.32,1.0,0.1
4,0.1,0.24,1.0,0.1
4,0.1,0.24,1.0,0.1
5,0.1,1.13,1.0,0.28
5,0.1,1.13,1.0,0.28
6,0.1,0.26,1.0,0.11
6,0.1,0.26,1.0,0.11
7,0.1,0.2,1.0,0.11
7,0.1,0.2,1.0,0.11
8,0.1,0.26,1.0,0.11
8,0.1,0.26,1.0,0.11
9,0.1,0.18,1.0,0.11
9,0.1,0.18,1.0,0.11
10,0.1,0.86,1.0,0.24
10,0.1,0.86,1.0,0.24
11,0.1,1.0,1.0,0.25
11,0.1,1.0,1.0,0.25
12,0.1,1.07,1.0,0.27
12,0.1,1.07,1.0,0.27
13,0.1,1.01,1.0,0.27
13,0.1,1.01,1.0,0.27
14,0.1,0.98,1.0,0.27
14,0.1,0.98,1.0,0.27
15,0.1,1.27,1.0,0.24
15,0.1,1.27,1.0,0.24
16,0.1,0.5,0.83,0.24
16,0.1,0.5,0.83,0.24
17,0.1,1.04,0.7,0.28
17,0.1,1.04,0.7,0.28
18,0.1,1.21,0.61,0.28
18,0.1,1.21,0.61,0.28
19,0.1,1.02,0.54,0.28
19,0.1,1.02,0.54,0.28
20,0.1,1.51,1.0,0.51
20,0.1,1.51,1.0,0.51
21,0.1,1.66,1.0,0.51
21,0.1,1.66,1.0,0.51
22,0.1,1.0,1.0,0.53
22,0.1,1.0,1.0,0.53
23,0.1,0.45,1.0,0.52
23,0.1,0.45,1.0,0.52
24,0.1,0.31,1.0,0.52
24,0.1,0.31,1.0,0.52
25,0.1,1.08,1.0,0.51
25,0.1,1.08,1.0,0.51
26,0.1,2.66,1.0,0.52
26,0.1,2.66,1.0,0.52
27,0.1,0.49,1.0,0.53
27,0.1,0.49,1.0,0.53
28,0.1,1.58,1.0,0.53
28,0.1,1.58,1.0,0.53
29,0.1,2.13,1.0,0.53
29,0.1,2.13,1.0,0.53
30,0.1,0.97,0.09,0.03
30,0.1,0.97,0.09,0.03
31,0.1,1.0,0.45,0.23
31,0.1,1.0,0.45,0.23
32,0.1,1.39,0.46,0.26
32,0.1,1.39,0.46,0.26
33,0.1,1.03,0.46,0.26
33,0.1,1.03,0.46,0.26
34,0.1,1.3,0.46,0.26
34,0.1,1.3,0.46,0.26
35,0.1,0.75,0.46,0.25
35,0.1,0.75,0.46,0.25
36,0.1,1.06,0.46,0.26
36,0.1,1.06,0.46,0.26
37,0.1,0.44,0.46,0.26
37,0.1,0.44,0.46,0.26
38,0.1,0.68,0.46,0.26
38,0.1,0.68,0.46,0.26
39,0.1,0.68,0.46,0.26
39,0.1,0.68,0.46,0.26
39,0.2,1.28,0.54,0.37
0,0.3,1.64,1.0,0.44
0,0.3,1.64,1.0,0.44
1,0.3,1.22,1.0,0.32
1,0.3,1.22,1.0,0.32
2,0.3,0.5,1.0,0.12
2,0.3,0.5,1.0,0.12
3,0.3,0.61,1.0,0.12
3,0.3,0.61,1.0,0.12
4,0.3,0.48,1.0,0.12
4,0.3,0.48,1.0,0.12
5,0.3,2.16,1.0,0.48
5,0.3,2.16,1.0,0.48
6,0.3,3.93,1.0,0.43
6,0.3,3.93,1.0,0.43
7,0.3,0.31,1.0,0.18
7,0.3,0.31,1.0,0.18
8,0.3,0.71,1.0,0.18
8,0.3,0.71,1.0,0.18
9,0.3,0.37,1.0,0.18
9,0.3,0.37,1.0,0.18
10,0.3,1.34,1.0,0.31
10,0.3,1.34,1.0,0.31
11,0.3,2.74,1.0,0.31
11,0.3,2.74,1.0,0.31
12,0.3,3.07,1.0,0.34
12,0.3,3.07,1.0,0.34
13,0.3,3.08,1.0,0.36
13,0.3,3.08,1.0,0.36
14,0.3,2.33,1.0,0.38
14,0.3,2.33,1.0,0.38
15,0.3,3.31,1.0,0.31
15,0.3,3.31,1.0,0.31
16,0.3,1.68,0.77,0.31
16,0.3,1.68,0.77,0.31
17,0.3,3.64,0.69,0.34
17,0.3,3.64,0.69,0.34
18,0.3,3.25,0.64,0.38
18,0.3,3.25,0.64,0.38
19,0.3,3.04,0.6,0.41
19,0.3,3.04,0.6,0.41
20,0.3,7.14,1.0,0.62
20,0.3,7.14,1.0,0.62
21,0.3,4.38,1.0,0.64
21,0.3,4.38,1.0,0.64
22,0.3,4.17,1.0,0.64
22,0.3,4.17,1.0,0.64
23,0.3,1.97,1.0,0.64
23,0.3,1.97,1.0,0.64
24,0.3,1.14,1.0,0.64
24,0.3,1.14,1.0,0.64
25,0.3,3.46,1.0,0.63
25,0.3,3.46,1.0,0.63
26,0.3,5.0,1.0,0.65
26,0.3,5.0,1.0,0.65
27,0.3,1.63,1.0,0.63
27,0.3,1.63,1.0,0.63
28,0.3,5.35,1.0,0.62
28,0.3,5.35,1.0,0.62
29,0.3,4.49,1.0,0.62
29,0.3,4.49,1.0,0.62
30,0.3,2.08,0.02,0.01
30,0.3,2.08,0.02,0.01
31,0.3,2.73,0.48,0.35
31,0.3,2.73,0.48,0.35
32,0.3,4.46,0.65,0.49
32,0.3,4.46,0.65,0.49
33,0.3,3.39,0.67,0.51
33,0.3,3.39,0.67,0.51
34,0.3,4.35,0.67,0.52
34,0.3,4.35,0.67,0.52
35,0.3,1.8,0.47,0.35
35,0.3,1.8,0.47,0.35
36,0.3,2.0,0.65,0.49
36,0.3,2.0,0.65,0.49
37,0.3,1.34,0.67,0.51
37,0.3,1.34,0.67,0.51
38,0.3,1.93,0.67,0.51
38,0.3,1.93,0.67,0.51
38,0.4,2.7,0.73,0.61
39,0.4,2.63,0.73,0.61
39,0.4,2.63,0.73,0.61
0,0.5,2.44,0.96,0.43
0,0.5,2.44,0.96,0.43
1,0.5,1.87,1.0,0.42
1,0.5,1.87,1.0,0.42
2,0.5,0.71,1.0,0.16
2,0.5,0.71,1.0,0.16
3,0.5,0.83,1.0,0.16
3,0.5,0.83,1.0,0.16
4,0.5,0.68,1.0,0.16
4,0.5,0.68,1.0,0.16
5,0.5,3.14,0.98,0.51
5,0.5,3.14,0.98,0.51
6,0.5,5.98,1.0,0.5
6,0.5,5.98,1.0,0.5
7,0.5,0.49,1.0,0.22
7,0.5,0.49,1.0,0.22
8,0.5,0.78,1.0,0.22
8,0.5,0.78,1.0,0.22
9,0.5,0.63,1.0,0.22
9,0.5,0.63,1.0,0.22
10,0.5,2.26,1.0,0.32
10,0.5,2.26,1.0,0.32
11,0.5,5.12,1.0,0.32
11,0.5,5.12,1.0,0.32
12,0.5,5.73,1.0,0.39
12,0.5,5.73,1.0,0.39
13,0.5,5.87,1.0,0.41
13,0.5,5.87,1.0,0.41
14,0.5,4.13,1.0,0.42
14,0.5,4.13,1.0,0.42
15,0.5,6.27,1.0,0.32
15,0.5,6.27,1.0,0.32
16,0.5,2.79,0.78,0.32
16,0.5,2.79,0.78,0.32
17,0.5,4.85,0.69,0.39
17,0.5,4.85,0.69,0.39
18,0.5,6.51,0.66,0.42
18,0.5,6.51,0.66,0.42
19,0.5,6.08,0.63,0.45
19,0.5,6.08,0.63,0.45
20,0.5,15.58,1.0,0.68
20,0.5,15.58,1.0,0.68
21,0.5,7.37,1.0,0.67
21,0.5,7.37,1.0,0.67
22,0.5,8.15,1.0,0.66
22,0.5,8.15,1.0,0.66
23,0.5,4.63,1.0,0.67
23,0.5,4.63,1.0,0.67
24,0.5,2.38,1.0,0.67
24,0.5,2.38,1.0,0.67
25,0.5,8.97,1.0,0.67
25,0.5,8.97,1.0,0.67
26,0.5,9.31,1.0,0.67
26,0.5,9.31,1.0,0.67
27,0.5,3.38,1.0,0.66
27,0.5,3.38,1.0,0.66
28,0.5,8.91,1.0,0.67
28,0.5,8.91,1.0,0.67
29,0.5,9.0,1.0,0.66
29,0.5,9.0,1.0,0.66
30,0.5,3.2,0.01,0.01
30,0.5,3.2,0.01,0.01
31,0.5,4.8,0.58,0.48
31,0.5,4.8,0.58,0.48
32,0.5,7.49,0.74,0.65
32,0.5,7.49,0.74,0.65
33,0.5,6.16,0.75,0.65
33,0.5,6.16,0.75,0.65
34,0.5,7.85,0.75,0.65
34,0.5,7.85,0.75,0.65
35,0.5,3.15,0.57,0.48
35,0.5,3.15,0.57,0.48
