A,p,t,R_train_A_p,R_validation_A_p
34,0.1,2.64,0.44,0.35
34,0.2,4.81,0.44,0.38
34,0.3,6.28,0.43,0.39
34,0.4,8.63,0.44,0.4
34,0.5,10.3,0.43,0.41
34,0.6,13.09,0.43,0.42
34,0.7,14.53,0.43,0.42
34,0.8,16.67,0.43,0.43
34,0.9,18.7,0.44,0.43
34,1.0,20.61,0.44,0.43
32,0.1,2.53,0.44,0.34
39,0.1,0.9,0.44,0.35
39,0.2,1.64,0.44,0.38
39,0.3,2.29,0.43,0.39
39,0.4,3.05,0.44,0.4
39,0.5,3.73,0.43,0.41
39,0.6,4.81,0.43,0.42
39,0.7,5.24,0.43,0.42
39,0.8,5.88,0.43,0.43
39,0.9,6.63,0.44,0.43
39,1.0,7.46,0.43,0.43
32,0.2,4.16,0.44,0.39
32,0.3,6.2,0.43,0.39
32,0.4,7.82,0.43,0.4
32,0.5,9.22,0.43,0.42
32,0.6,11.98,0.43,0.42
32,0.7,13.03,0.43,0.41
32,0.8,16.69,0.43,0.43
32,0.9,18.02,0.43,0.43
32,1.0,19.43,0.43,0.43
31,0.1,1.73,0.41,0.35
31,0.2,2.98,0.42,0.39
31,0.3,3.98,0.41,0.39
31,0.4,5.51,0.41,0.4
31,0.5,6.88,0.41,0.41
31,0.6,8.12,0.41,0.42
31,0.7,9.38,0.41,0.41
31,0.8,10.53,0.42,0.42
31,0.9,11.55,0.42,0.42
31,1.0,12.38,0.42,0.42
20,0.1,101.68,1.0,0.3
20,0.2,123.79,0.98,0.33
20,0.3,173.07,0.83,0.37
20,0.4,222.18,0.72,0.41
20,0.5,239.27,None,None
