A,p,t,R_train_A_p,R_validation_A_p
38,0.1,4.19,0.67,0.59
38,0.2,7.85,0.68,0.63
38,0.3,11.05,0.69,0.65
38,0.4,19.42,0.71,0.67
38,0.5,23.75,0.71,0.67
38,0.6,30.66,0.72,0.68
38,0.7,36.77,0.72,0.68
38,0.8,40.61,0.72,0.69
38,0.9,50.53,0.73,0.69
38,1.0,55.96,0.73,0.7
35,0.1,7.0,0.54,0.49
35,0.2,14.87,0.54,0.51
35,0.3,20.9,0.54,0.52
35,0.4,26.67,0.55,0.53
35,0.5,31.37,0.55,0.53
35,0.6,36.32,0.55,0.54
35,0.7,41.82,0.56,0.54
35,0.8,46.52,0.56,0.54
35,0.9,52.47,0.56,0.55
35,1.0,56.49,0.56,0.55
5,0.1,1.95,0.61,0.52
5,0.2,3.47,0.58,0.53
5,0.3,5.09,0.58,0.54
5,0.4,6.29,0.57,0.54
5,0.5,7.7,0.57,0.54
5,0.6,9.25,0.56,0.54
5,0.7,11.14,0.56,0.54
5,0.8,12.24,0.56,0.55
5,0.9,14.45,0.56,0.55
5,1.0,16.12,0.56,0.55
31,0.1,11.73,0.51,0.5
31,0.2,21.31,0.51,0.5
31,0.3,29.86,0.5,0.49
31,0.4,37.03,0.49,0.49
31,0.5,44.93,0.48,0.48
31,0.6,51.9,0.48,0.48
31,0.7,58.52,0.48,0.47
31,0.8,64.68,0.47,0.47
31,0.9,76.39,0.46,0.46
31,1.0,77.67,0.46,0.46
33,0.1,13.28,0.67,0.59
33,0.2,9.78,None,None
