A,p,t,R_train_A_p,R_validation_A_p
0,0.1,1.0,0.49,0.43
37,0.1,2.53,0.67,0.59
38,0.1,4.19,0.67,0.59
39,0.1,5.7,0.67,0.59
10,0.1,100.22,1.0,0.11
0,0.2,1.66,0.47,0.44
37,0.2,4.69,0.68,0.63
38,0.2,7.85,0.68,0.63
39,0.2,12.16,0.68,0.63
10,0.2,266.08,1.0,0.18
0,0.3,2.83,0.46,0.44
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,24.77,0.73,0.7
37,1,23.22,None,None
