A,p,t,R_train_A_p,R_validation_A_p
0,0.1,0.91,1.0,0.26
34,0.1,1.3,0.46,0.26
35,0.1,0.75,0.46,0.25
36,0.1,1.06,0.46,0.26
37,0.1,0.44,0.46,0.26
5,0.1,1.13,1.0,0.28
6,0.1,0.26,1.0,0.11
38,0.1,0.68,0.46,0.26
10,0.1,0.86,1.0,0.24
0,0.2,1.25,1.0,0.36
34,0.2,2.72,0.54,0.37
35,0.2,1.66,0.39,0.26
36,0.2,2.12,0.51,0.34
37,0.2,0.86,0.54,0.37
5,0.2,1.62,1.0,0.43
6,0.2,2.81,1.0,0.43
38,0.2,1.29,0.54,0.37
10,0.2,1.11,1.0,0.28
0,0.3,1.64,1.0,0.44
34,0.3,4.35,0.67,0.52
35,0.3,1.8,0.47,0.35
36,0.3,2.0,0.65,0.49
37,0.3,1.34,0.67,0.51
5,0.3,2.16,1.0,0.48
6,0.3,3.93,1.0,0.43
38,0.3,1.93,0.67,0.51
10,0.3,1.34,1.0,0.31
0,0.4,2.11,0.98,0.42
34,0.4,6.0,0.73,0.61
35,0.4,2.68,0.52,0.44
36,0.4,2.72,0.7,0.59
37,0.4,1.86,0.73,0.6
5,0.4,2.73,0.99,0.49
6,0.4,5.01,1.0,0.48
38,0.4,2.7,0.73,0.61
10,0.4,1.68,1.0,0.3
0,0.5,2.44,0.96,0.43
34,0.5,7.85,0.75,0.65
35,0.5,3.15,0.57,0.48
36,0.5,3.6,0.73,0.65
37,0.5,2.24,0.75,0.66
5,0.5,3.14,0.98,0.51
6,0.5,5.98,1.0,0.5
38,0.5,3.52,0.75,0.65
10,0.5,2.26,1.0,0.32
0,0.6,2.89,0.94,0.48
34,0.6,9.51,0.76,0.67
35,0.6,3.43,0.6,0.55
36,0.6,4.78,0.75,0.66
37,0.6,3.1,0.75,0.67
5,0.6,3.8,0.96,0.52
6,0.6,7.6,1.0,0.51
38,0.6,4.22,0.76,0.67
10,0.6,2.88,1.0,0.34
0,0.7,3.28,0.92,0.5
34,0.7,9.48,0.75,0.68
35,0.7,4.06,0.63,0.57
36,0.7,5.6,0.74,0.68
37,0.7,3.69,0.75,0.68
5,0.7,4.24,0.94,0.53
6,0.7,8.39,1.0,0.54
38,0.7,5.04,0.75,0.68
10,0.7,3.45,1.0,0.35
0,0.8,3.77,0.89,0.52
34,0.8,11.97,0.76,0.69
35,0.8,4.6,0.64,0.59
36,0.8,6.33,0.75,0.69
37,0.8,4.18,0.76,0.69
5,0.8,4.78,0.92,0.54
6,0.8,9.31,1.0,0.55
38,0.8,5.82,0.76,0.69
10,0.8,4.23,1.0,0.35
0,0.9,4.26,0.87,0.53
34,0.9,12.98,0.76,0.71
35,0.9,5.19,0.65,0.6
36,0.9,7.05,0.75,0.7
37,0.9,4.58,0.76,0.71
5,0.9,5.41,0.91,0.54
6,0.9,10.76,1.0,0.53
38,0.9,6.66,0.76,0.71
10,0.9,5.5,1.0,0.36
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,13.49,0.76,0.72
34,1,11.34,None,None
