A,p,t,R_train_A_p,R_validation_A_p
0,0.1,1.0,0.49,0.43
1,0.1,1.77,0.77,0.47
2,0.1,1.31,1.0,0.24
3,0.1,1.95,1.0,0.24
4,0.1,2.55,1.0,0.24
5,0.1,1.95,0.61,0.52
6,0.1,2.14,0.89,0.43
7,0.1,1.07,1.0,0.25
8,0.1,2.44,1.0,0.25
9,0.1,2.87,1.0,0.25
10,0.1,100.22,1.0,0.11
11,0.1,119.89,1.0,0.15
12,0.1,185.07,1.0,0.14
13,0.1,89.54,1.0,0.12
14,0.1,182.6,1.0,0.24
15,0.1,182.61,1.0,0.11
16,0.1,69.0,0.97,0.27
17,0.1,213.97,0.93,0.31
18,0.1,38.05,None,None
