A,p,t,R_train_A_p,R_validation_A_p
0,0.2,1.25,1.0,0.36
0,0.3,1.64,1.0,0.44
31,0.4,3.72,0.53,0.43
2,0.3,0.5,1.0,0.12
0,0.4,2.11,0.98,0.42
19,0.2,1.89,0.57,0.38
19,0.3,3.04,0.6,0.41
19,0.4,4.27,0.62,0.43
5,0.4,2.73,0.99,0.49
28,0.5,8.91,1.0,0.67
29,0.2,3.44,1.0,0.62
29,0.3,4.49,1.0,0.62
2,0.4,0.58,1.0,0.15
8,0.5,0.78,1.0,0.22
27,0.4,2.36,1.0,0.67
27,0.5,3.38,1.0,0.66
20,0.5,15.58,1.0,0.68
3,0.2,0.47,1.0,0.15
3,0.3,0.61,1.0,0.12
28,0.6,12.0,1.0,0.68
33,0.2,2.1,0.54,0.37
33,0.3,3.39,0.67,0.51
2,0.5,0.71,1.0,0.16
34,0.5,7.85,0.75,0.65
33,0.4,4.79,0.73,0.61
21,0.2,2.21,1.0,0.62
21,0.3,4.38,1.0,0.64
22,0.2,2.61,1.0,0.63
22,0.3,4.17,1.0,0.64
9,0.2,0.26,1.0,0.17
9,0.3,0.37,1.0,0.18
9,0.4,0.48,1.0,0.2
25,0.2,2.29,1.0,0.58
25,0.3,3.46,1.0,0.63
19,0.5,6.08,0.63,0.45
16,0.2,0.83,0.78,0.28
16,0.3,1.68,0.77,0.31
3,0.4,0.73,1.0,0.15
26,0.2,3.62,1.0,0.63
7,0.4,0.4,1.0,0.2
26,0.3,5.0,1.0,0.65
22,0.4,6.52,1.0,0.66
13,0.6,7.65,1.0,0.43
11,0.5,5.12,1.0,0.32
37,0.6,3.1,0.75,0.67
37,0.7,3.69,0.75,0.68
17,0.5,4.85,0.69,0.39
4,0.5,0.68,1.0,0.16
24,0.4,1.43,1.0,0.65
37,0.8,4.18,0.76,0.69
37,0.9,4.58,0.76,0.71
20,0.6,21.79,1.0,0.69
27,0.6,4.68,1.0,0.67
19,0.6,7.81,0.64,0.48
0,0.5,2.44,0.96,0.43
16,0.4,1.94,0.78,0.32
27,0.7,6.24,1.0,0.69
27,0.8,7.1,1.0,0.69
31,0.5,4.8,0.58,0.48
11,0.6,6.93,1.0,0.35
26,0.4,7.78,1.0,0.68
29,0.4,6.24,1.0,0.66
15,0.6,9.65,1.0,0.34
12,0.5,5.73,1.0,0.39
27,0.9,9.52,1.0,0.7
5,0.5,3.14,0.98,0.51
22,0.5,8.15,1.0,0.66
6,0.6,7.6,1.0,0.51
29,0.5,9.0,1.0,0.66
19,0.7,10.5,0.65,0.48
38,0.5,3.52,0.75,0.65
20,0.7,22.66,1.0,0.7
28,0.7,15.13,1.0,0.7
32,0.5,7.49,0.74,0.65
28,0.8,16.24,1.0,0.69
20,0.8,22.64,1.0,0.71
3,0.5,0.83,1.0,0.16
34,0.6,9.51,0.76,0.67
21,0.4,6.16,1.0,0.67
17,0.6,5.79,0.7,0.41
20,0.9,23.32,1.0,0.71
23,0.7,8.64,1.0,0.67
23,0.8,10.41,1.0,0.69
1,0.5,1.87,1.0,0.42
7,0.5,0.49,1.0,0.22
28,0.9,23.01,1.0,0.7
30,0.5,3.2,0.01,0.01
19,0.8,13.36,0.65,0.49
29,0.6,11.42,1.0,0.68
5,0.6,3.8,0.96,0.52
37,1.0,4.65,0.76,0.71
8,0.6,0.98,1.0,0.24
20,1.0,29.73,1.0,0.72
28,1.0,27.68,1.0,0.7
20,1.0,29.73,1.0,0.72
20,1.0,29.73,1.0,0.72
28,1.0,27.68,1.0,0.7
5,0.7,4.24,0.94,0.53
18,0.5,6.51,0.66,0.42
11,0.7,9.08,1.0,0.36
37,1.0,4.65,0.76,0.71
23,0.9,12.4,1.0,0.68
0,0.6,2.89,0.94,0.48
5,0.8,4.78,0.92,0.54
36,0.5,3.6,0.73,0.65
15,0.7,12.68,1.0,0.35
29,0.7,14.84,1.0,0.7
21,0.5,7.37,1.0,0.67
15,0.8,15.66,1.0,0.35
26,0.5,9.31,1.0,0.67
20,1.0,29.73,1.0,0.72
10,0.5,2.26,1.0,0.32
26,0.6,11.68,1.0,0.69
26,0.7,13.99,1.0,0.7
29,0.8,15.84,1.0,0.69
19,0.9,16.36,0.65,0.51
12,0.6,7.58,1.0,0.4
23,1.0,11.96,1.0,0.7
22,0.6,9.51,1.0,0.69
25,0.4,6.11,1.0,0.66
17,0.7,7.55,0.71,0.4
20,1.0,8.13,None,None
