A,p,t,R_train_A_p,R_validation_A_p
36,0.1,2.27,0.31,0.3
37,0.1,1.85,0.31,0.3
35,0.1,2.31,0.3,0.3
33,0.1,3.0,0.31,0.3
39,0.1,2.26,0.31,0.3
31,0.1,4.2,0.25,0.28
38,0.1,2.25,0.31,0.3
24,0.1,11.11,1.0,-3.28
26,0.1,51.34,1.0,-2.72
29,0.1,64.67,1.0,-3.41
25,0.1,36.62,1.0,-0.99
39,0.2,3.49,0.31,0.31
38,0.2,3.45,0.31,0.31
37,0.2,2.6,0.31,0.31
36,0.2,3.43,0.31,0.31
35,0.2,3.45,0.3,0.31
33,0.2,4.88,0.31,0.31
31,0.2,6.89,0.27,0.31
29,0.2,178.75,1.0,-3.71
26,0.2,156.99,1.0,-2.51
39,0.3,4.62,0.32,0.31
26,0.4,400.44,1.0,-2.45
39,0.5,7.21,0.32,0.33
26,0.6,241.92,None,None
