A,p,t,R_train_A_p,R_validation_A_p
37,0.1,0.48,0.3,0.27
32,0.1,1.25,0.3,0.27
31,0.1,1.45,0.3,0.27
35,0.1,1.21,0.28,0.27
33,0.1,1.77,0.3,0.27
38,0.1,0.78,0.3,0.27
30,0.1,1.21,0.19,0.19
36,0.1,0.89,0.3,0.27
34,0.1,1.91,0.3,0.27
39,0.1,1.0,0.3,0.27
20,0.1,73.85,0.65,0.39
27,0.1,122.46,0.77,0.37
28,0.1,89.74,0.77,0.32
39,0.2,2.11,0.3,0.3
28,0.3,279.18,0.61,0.47
37,0.3,1.3,0.31,0.31
39,0.4,4.39,0.31,0.31
37,0.5,2.13,0.31,0.32
32,0.5,6.71,0.31,0.31
31,0.5,7.05,0.31,0.31
35,0.5,5.51,0.28,0.28
39,0.6,6.82,0.33,0.33
37,0.6,2.73,0.32,0.33
32,0.6,8.14,0.32,0.34
31,0.6,8.52,0.32,0.31
35,0.6,6.58,0.29,0.28
33,0.6,11.12,0.33,0.33
38,0.6,5.61,0.33,0.33
30,0.6,8.06,0.24,0.23
36,0.6,5.27,0.32,0.31
34,0.6,11.15,0.33,0.33
20,0.6,491.26,0.54,0.5
27,0.6,28.36,None,None
