A,p,t,R_train_A_p,R_validation_A_p
15,0.1,0.93,0.99,0.04
15,0.2,1.37,0.99,0.06
15,0.3,2.56,0.98,0.08
15,0.4,3.56,0.98,0.08
15,0.5,4.87,0.98,0.09
15,0.6,6.87,0.97,0.09
15,0.7,8.68,0.97,0.09
15,0.8,11.02,0.97,0.11
15,0.9,13.01,0.97,0.11
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,15.03,0.97,0.12
15,1.0,4.85,None,None
